nohup: ignoring input
2026-03-21 17:18:19,553 - INFO - 🚀 Bot iniciando... HOST_ID: 8127548189
2026-03-21 17:18:22,339 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getMe "HTTP/1.1 200 OK"
2026-03-21 17:18:22,344 - INFO - Scheduler started
2026-03-21 17:18:22,344 - INFO - Application started
2026-03-21 17:18:22,678 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/deleteWebhook "HTTP/1.1 200 OK"
2026-03-21 17:18:22,680 - INFO - ✅ Bot corriendo con panel admin
2026-03-21 17:18:22,681 - INFO - ⏰ Scheduler iniciado
2026-03-21 17:18:34,299 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:18:44,657 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:18:55,023 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:19:05,506 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:19:15,985 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:19:26,537 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:19:36,870 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
2026-03-21 17:19:47,361 - INFO - HTTP Request: POST https://api.telegram.org/bot8759601075:AAHuztMAKGLO9b-nkmQzANsgjkNEQDcJvnU/getUpdates "HTTP/1.1 200 OK"
